0	15	20	0	0
0.1	15	20	0.423413	0.444284
0.2	15	20	0.828044	0.88771
0.3	15	20	1.22135	1.33031
0.4	15	20	1.60567	1.77211
0.5	15	20	1.98233	2.21311
0.6	15	20	2.35225	2.65332
0.7	15	20	2.71608	3.09274
0.8	15	20	3.07435	3.53139
0.9	15	20	3.42745	3.96926
1	15	20	3.77575	4.40637
1.1	15	20	4.11952	4.84272
1.2	15	20	4.45902	5.27831
1.3	15	20	4.79446	5.71314
1.4	15	20	5.12603	6.14723
1.5	15	20	5.4539	6.58058
1.6	15	20	5.77823	7.01319
1.7	15	20	6.09915	7.44505
1.8	15	20	6.41679	7.87619
1.9	15	20	6.73125	8.3066
2	15	20	7.04266	8.73628
2.1	15	20	7.3511	9.16524
2.2	15	20	7.65667	9.59347
2.3	15	20	7.95944	10.021
2.4	15	20	8.2595	10.4478
2.5	15	20	8.55693	10.8739
2.6	15	20	8.85178	11.2993
2.7	15	20	9.14413	11.724
2.8	15	20	9.43403	12.148
2.9	15	20	9.72155	12.5712
3	15	20	10.0067	12.9938
3.1	15	20	10.2896	13.4157
3.2	15	20	10.5703	13.8369
3.3	15	20	10.8488	14.2574
3.4	15	20	11.1252	14.6773
3.5	15	20	11.3994	15.0964
3.6	15	20	11.6716	15.5149
3.7	15	20	11.9418	15.9326
3.8	15	20	12.21	16.3497
3.9	15	20	12.4763	16.7662
4	15	20	12.7407	17.1819
4.1	15	20	13.0031	17.597
4.2	15	20	13.2638	18.0114
4.3	15	20	13.5226	18.4252
4.4	15	20	13.7648	18.8297
4.5	15	20	13.9441	19.1231
4.6	15	20	14.0817	19.3439
4.7	15	20	14.1876	19.5092
4.8	15	20	14.2698	19.633
4.9	15	20	14.3343	19.7258
5	15	20	14.3856	19.7953
5.1	15	20	14.4268	19.8474
5.2	15	20	14.4606	19.8865
5.3	15	20	14.4887	19.9158
5.4	15	20	14.5126	19.9378
5.5	15	20	14.5331	19.9544
5.6	15	20	14.5511	19.9668
5.7	15	20	14.5672	19.9761
5.8	15	20	14.5818	19.9831
5.9	15	20	14.5951	19.9884
6	15	20	14.6075	19.9925
6.1	15	20	14.6192	19.9955
6.2	15	20	14.6302	19.9978
6.3	15	20	14.6406	19.9995
6.4	15	20	14.6506	20.0009
6.5	15	20	14.6602	20.0019
6.6	15	20	14.6694	20.0027
6.7	15	20	14.6783	20.0033
6.8	15	20	14.6869	20.0037
6.9	15	20	14.6953	20.0041
7	15	20	14.7034	20.0044
7.1	15	20	14.7112	20.0046
7.2	15	20	14.7189	20.0048
7.3	15	20	14.7263	20.0049
7.4	15	20	14.7335	20.0051
7.5	15	20	14.7405	20.0051
7.6	15	20	14.7474	20.0052
7.7	15	20	14.754	20.0053
7.8	15	20	14.7605	20.0053
7.9	15	20	14.7668	20.0054
8	15	20	14.7729	20.0054
8.1	15	20	14.7789	20.0054
8.2	15	20	14.7847	20.0054
8.3	15	20	14.7904	20.0054
8.4	15	20	14.7959	20.0054
8.5	15	20	14.8012	20.0054
8.6	15	20	14.8065	20.0054
8.7	15	20	14.8115	20.0054
8.8	15	20	14.8165	20.0054
8.9	15	20	14.8213	20.0054
9	15	20	14.826	20.0054
9.1	15	20	14.8306	20.0053
9.2	15	20	14.835	20.0053
9.3	15	20	14.8394	20.0053
9.4	15	20	14.8436	20.0052
9.5	15	20	14.8477	20.0052
9.6	15	20	14.8517	20.0052
9.7	15	20	14.8556	20.0051
9.8	15	20	14.8594	20.0051
9.9	15	20	14.8631	20.0051
10	15	20	14.8667	20.005
10.1	15	20	14.8702	20.005
10.2	15	20	14.8736	20.0049
10.3	15	20	14.8769	20.0049
10.4	15	20	14.8801	20.0049
10.5	15	20	14.8833	20.0048
10.6	15	20	14.8864	20.0048
10.7	15	20	14.8893	20.0047
10.8	15	20	14.8923	20.0047
10.9	15	20	14.8951	20.0046
11	15	20	14.8978	20.0046
11.1	15	20	14.9005	20.0045
11.2	15	20	14.9031	20.0045
11.3	15	20	14.9057	20.0044
11.4	15	20	14.9082	20.0044
11.5	15	20	14.9106	20.0043
11.6	15	20	14.9129	20.0042
11.7	15	20	14.9152	20.0042
11.8	15	20	14.9174	20.0041
11.9	15	20	14.9196	20.0041
12	15	20	14.9217	20.004
12.1	15	20	14.9238	20.004
12.2	15	20	14.9258	20.0039
12.3	15	20	14.9277	20.0039
12.4	15	20	14.9296	20.0038
12.5	15	20	14.9315	20.0038
12.6	15	20	14.9333	20.0037
12.7	15	20	14.935	20.0037
12.8	15	20	14.9367	20.0036
12.9	15	20	14.9384	20.0036
13	15	20	14.94	20.0035
13.1	15	20	14.9416	20.0034
13.2	15	20	14.9431	20.0034
13.3	15	20	14.9446	20.0033
13.4	15	20	14.9461	20.0033
13.5	15	20	14.9475	20.0032
13.6	15	20	14.9489	20.0032
13.7	15	20	14.9502	20.0031
13.8	15	20	14.9515	20.0031
13.9	15	20	14.9528	20.003
14	15	20	14.954	20.003
14.1	15	20	14.9552	20.003
14.2	15	20	14.9564	20.0029
14.3	15	20	14.9576	20.0029
14.4	15	20	14.9587	20.0028
14.5	15	20	14.9598	20.0028
14.6	15	20	14.9608	20.0027
14.7	15	20	14.9619	20.0027
14.8	15	20	14.9629	20.0026
14.9	15	20	14.9638	20.0026
15	15	20	14.9648	20.0025
15.1	15	20	14.9264	20.0024
15.2	15	20	14.9001	20.002
15.3	15	20	14.88	20.0016
15.4	15	20	14.8652	20.0012
15.5	15	20	14.8544	20.0009
15.6	15	20	14.8469	20.0005
15.7	15	20	14.8419	20.0003
15.8	15	20	14.8389	20
15.9	15	20	14.8375	19.9999
16	15	20	14.8373	19.9997
16.1	15	20	14.838	19.9996
16.2	15	20	14.8395	19.9996
16.3	15	20	14.8415	19.9996
16.4	15	20	14.8439	19.9996
16.5	15	20	14.8466	19.9996
16.6	15	20	14.8496	19.9996
16.7	15	20	14.8527	19.9996
16.8	15	20	14.8559	19.9997
16.9	15	20	14.8592	19.9998
17	15	20	14.8625	19.9998
17.1	15	20	14.8658	19.9999
17.2	15	20	14.8691	20
17.3	15	20	14.8724	20
17.4	15	20	14.8757	20.0001
17.5	15	20	14.8788	20.0002
17.6	15	20	14.882	20.0002
17.7	15	20	14.885	20.0003
17.8	15	20	14.8881	20.0004
17.9	15	20	14.891	20.0004
18	15	20	14.8939	20.0005
18.1	15	20	14.8967	20.0005
18.2	15	20	14.8994	20.0006
18.3	15	20	14.9021	20.0007
18.4	15	20	14.9047	20.0007
18.5	15	20	14.9072	20.0007
18.6	15	20	14.9097	20.0008
18.7	15	20	14.9121	20.0008
